CreditScore,Geography,Gender,Age,Balance,NumOfProducts,HasCrCard,EstimatedSalary,Exited
631,France,Female,31,137687.72,1,1,190067.12,Stay
614,Spain,Female,40,113348.5,1,1,77789.01,Stay
704,Spain,Male,24,122109.78,1,1,127654.37,Stay
786,France,Male,32,120452.4,2,0,79602.86,Stay
534,France,Female,53,0,2,1,80619.17,Stay
590,Spain,Male,34,65812.35,2,0,160346.3,Stay
583,Spain,Female,40,54428.37,1,1,109638.78,Churn
656,France,Female,75,0,2,1,1276.87,Stay
597,France,Male,33,0,2,1,49374.82,Stay
588,Germany,Female,48,143279.58,2,1,31580.8,Churn
667,Germany,Male,32,103846.65,1,1,20560.69,Stay
627,France,Male,37,125190.86,1,0,84584.69,Stay
708,France,Female,33,0,2,0,15246.83,Stay
641,France,Male,65,38340.02,1,1,32607.77,Churn
527,Germany,Female,28,123802.98,2,1,155846.69,Stay
592,France,Male,37,96651.03,1,1,3232.82,Stay
465,France,Male,33,0,2,1,177668.55,Stay
628,France,Male,39,0,2,0,134441.6,Stay
678,France,Male,43,133237.21,1,1,111032.79,Churn
570,France,Female,61,142105.35,1,1,45214.04,Stay
815,France,Male,37,166115.42,1,1,67208.3,Stay
817,France,Female,37,81070.34,2,1,80985.88,Stay
717,France,Male,35,0,1,1,167573.06,Stay
641,France,Female,53,123835.52,2,0,160110.65,Stay
624,France,Male,51,123401.43,2,1,127825.25,Stay
579,Germany,Male,49,169377.31,1,1,123535.05,Stay
698,France,Male,38,130015.24,1,1,41595.3,Stay
645,France,Male,32,0,2,0,97628.08,Stay
691,France,Male,34,133936.04,2,1,91359.79,Stay
638,France,Male,34,114543.27,1,1,97755.29,Stay
705,France,Female,31,119794.67,1,0,182528.44,Stay
720,France,Male,33,0,2,1,142956.48,Stay
553,Spain,Male,44,0,1,1,10789.3,Stay
658,France,Female,29,0,2,0,130461.09,Stay
648,Germany,Female,32,157138.99,3,1,190994.48,Churn
636,Spain,Male,45,0,2,1,159463.8,Stay
527,Germany,Female,41,136733.24,1,1,57589.29,Stay
717,Germany,Female,28,82498.14,2,0,40437.67,Stay
614,Spain,Male,39,151914.93,1,0,56459.45,Stay
737,France,Male,43,80090.93,1,1,39920,Churn
587,Spain,Male,51,83739.32,1,0,148798.45,Stay
682,France,Female,35,181166.44,1,1,63737.19,Churn
710,France,Male,38,130588.82,1,1,154997.64,Stay
507,France,Male,42,0,2,1,34777.23,Stay
609,Germany,Male,33,94126.67,1,0,93718.16,Stay
786,France,Male,32,0,2,1,133112.41,Stay
688,France,Male,38,148045.68,1,1,175479.92,Churn
710,France,Male,38,0,2,1,96.27,Stay
779,Spain,Male,33,0,2,1,30804.68,Stay
733,France,Female,44,168165.84,1,0,197193.49,Stay
583,Germany,Female,26,72835.56,2,1,96792.15,Stay
627,France,Male,41,0,2,1,132719.8,Stay
666,Germany,Male,31,123212.08,2,1,112157.31,Stay
620,Spain,Male,38,0,2,1,38015.34,Stay
614,Spain,Female,39,0,2,1,164018.98,Stay
606,France,Male,40,119501.88,2,1,46774.94,Stay
700,Germany,Female,39,144550.83,2,1,189664.43,Stay
677,Germany,Male,34,126729.41,1,1,26106.39,Churn
850,Germany,Male,36,119984.07,1,1,191535.11,Churn
564,France,Male,35,0,1,1,158937.55,Stay
771,Spain,Female,56,0,1,1,25222.6,Churn
620,Spain,Male,42,121490.05,1,1,29296.74,Stay
610,Spain,Male,46,91897.8,1,1,54394.28,Stay
609,Spain,Male,39,139443.75,2,1,9234.06,Stay
683,Germany,Male,35,144961.97,1,0,26796.73,Stay
633,Germany,Male,42,126041.02,1,0,11796.89,Stay
676,Germany,Male,28,69459.05,2,1,128461.29,Stay
693,France,Male,38,198338.77,2,1,14278.18,Stay
709,France,Male,36,0,2,1,46811.77,Stay
569,Germany,Male,35,109196.66,3,1,109393.19,Churn
684,Spain,Female,38,134168.5,3,1,3966.5,Churn
565,France,Male,34,0,1,1,63173.64,Stay
681,France,Male,29,0,1,1,66367.33,Stay
503,Spain,Female,36,0,2,1,16274.67,Stay
656,France,Male,40,0,2,1,180553.48,Stay
566,Germany,Male,65,120100.41,1,1,107563.16,Churn
592,France,Female,62,0,1,1,100941.57,Stay
687,Spain,Female,50,0,2,1,110230.4,Stay
686,Spain,Male,22,0,2,0,142331.85,Stay
616,Spain,Male,30,0,2,1,199099.51,Stay
494,Spain,Male,67,0,2,1,85890.16,Stay
534,France,Male,38,0,1,0,143938.27,Stay
695,Spain,Female,31,0,2,0,131644.41,Stay
579,Spain,Female,31,0,2,1,112395.98,Stay
432,Germany,Male,38,135559.8,2,1,71856.3,Stay
816,Germany,Female,25,150355.35,2,1,35770.84,Stay
730,France,Female,37,0,2,1,124364.63,Stay
593,France,Female,35,133489.12,2,1,78101.29,Stay
715,Germany,Female,37,105489.31,1,0,143096.49,Churn
775,Germany,Male,25,60205.2,2,1,14073.11,Stay
539,France,Male,38,0,2,1,47388.41,Stay
576,Spain,Male,19,0,2,0,72306.07,Stay
617,Spain,Male,50,0,1,1,184839.7,Churn
688,France,Male,40,0,1,1,47886.44,Stay
608,France,Male,33,0,1,0,130474.03,Stay
597,Spain,Male,35,0,3,0,73181.39,Churn
670,France,Female,42,112333.63,1,1,65706.86,Stay
616,Germany,Female,57,116936.81,1,1,104379.36,Stay
579,Germany,Female,50,117721.02,1,0,192146.63,Churn
786,France,Male,37,165896.22,2,1,66977.68,Stay
704,Spain,Female,44,153656.85,1,1,158742.81,Stay
796,France,Female,50,94164,1,1,189414.74,Stay
598,Spain,Male,39,0,2,1,159130.32,Stay
602,France,Male,49,191808.73,1,0,97640.2,Stay
619,France,Male,58,152199.33,1,1,86022.09,Stay
492,Germany,Female,52,125396.24,1,1,10014.72,Churn
641,Germany,Male,41,104405.54,3,1,17384.21,Stay
518,France,Female,27,133801.49,1,1,143315.57,Stay
623,Spain,Female,40,0,3,1,31669.18,Stay
733,France,Female,28,0,2,0,12761.16,Stay
625,Germany,Male,42,100047.33,1,1,93429.95,Stay
759,France,Female,31,109848.6,1,1,42012.55,Stay
604,France,Female,32,127849.38,1,1,15798.7,Stay
512,Spain,Female,46,0,2,1,56408.14,Stay
520,France,Female,29,95947.76,1,1,4696.44,Stay
805,Spain,Male,26,0,2,1,25042.1,Stay
626,France,Male,43,137638.69,1,1,130442.08,Churn
656,France,Male,38,0,1,1,136521.82,Stay
785,Spain,Male,41,0,2,1,199108.88,Stay
553,France,Male,31,0,2,0,124596.63,Stay
569,France,Female,44,0,2,0,134394.78,Stay
670,France,Male,38,89416.99,1,0,144275.39,Stay
586,Spain,Male,42,0,2,1,123410.23,Stay
617,Spain,Female,45,0,1,1,143298.06,Stay
508,France,Female,60,143262.04,1,1,129562.74,Stay
624,Spain,Female,35,119656.45,2,1,4595.05,Stay
654,France,Male,29,132954.64,1,1,146715.07,Stay
681,Germany,Female,44,105206.7,2,1,163558.36,Stay
578,Spain,Male,28,0,2,0,6947.09,Stay
621,Spain,Female,37,83061.26,2,1,9170.54,Stay
632,France,Male,40,147650.68,1,1,199674.83,Stay
644,France,Male,44,73348.56,1,1,157166.79,Churn
821,France,Male,28,0,2,1,46072.52,Stay
754,France,Female,38,0,2,0,3524.69,Stay
568,Spain,Female,27,116320.68,1,0,45563.94,Stay
584,France,Male,33,0,2,0,59103.13,Stay
549,France,Female,29,0,2,1,189558.44,Stay
729,France,Female,38,0,2,0,45779.9,Stay
523,France,Male,61,66250.71,1,1,21859.06,Stay
477,Germany,Female,24,95675.62,2,0,162699.7,Churn
675,Germany,Male,42,92616.64,2,1,8567.18,Stay
782,Spain,Female,41,0,1,1,132943.88,Stay
616,Spain,Female,36,0,1,1,12916.32,Churn
738,Spain,Female,37,100565.94,1,1,128799.86,Stay
717,Spain,Female,42,190305.78,1,1,99347.8,Churn
526,Germany,Female,35,118536.4,1,1,40980.87,Churn
660,France,Male,19,127649.64,1,1,40368.65,Stay
525,France,Male,35,165358.77,1,0,94738.54,Stay
629,Spain,Male,29,0,2,1,88842.8,Stay
616,Germany,Female,36,78249.53,1,1,136934.91,Stay
521,Germany,Female,61,125193.96,1,1,109356.53,Stay
691,France,Female,29,0,2,0,199635.93,Stay
687,Germany,Female,41,154007.21,1,1,158408.23,Stay
677,Spain,Female,43,133214.88,2,1,95936.84,Stay
695,Spain,Male,63,146202.93,1,1,126688.83,Churn
663,France,Female,27,0,2,1,150850.29,Stay
496,France,Male,30,90963.49,1,0,27802,Stay
747,Spain,Male,41,0,1,1,32430.94,Churn
546,France,Female,52,0,1,1,137332.37,Churn
706,Spain,Male,68,114386.85,1,1,28601.68,Stay
472,France,Female,26,0,2,1,108411.66,Stay
703,France,Female,40,0,2,0,122518.5,Stay
850,France,Female,38,0,2,1,9015.07,Stay
667,Spain,Male,71,137260.78,1,0,94433.08,Churn
559,France,Male,33,111060.05,2,1,110371.84,Stay
636,Spain,Male,60,124447.73,1,1,141364.62,Churn
672,France,Female,34,0,2,1,16245.25,Stay
667,France,Male,42,0,1,0,108348.94,Churn
648,Germany,Male,33,135310.41,2,0,171668.2,Stay
497,France,Male,32,0,2,1,67364.42,Stay
743,France,Female,73,0,2,0,107867.38,Stay
619,France,Male,29,0,2,1,194310.1,Stay
639,Spain,Male,34,139393.19,2,0,33950.08,Stay
540,Spain,Male,28,0,2,0,197588.32,Stay
766,France,Female,26,104258.8,1,1,428.23,Stay
749,France,Female,26,0,2,0,34948.77,Stay
655,Germany,Male,32,113447.01,1,1,82084.3,Stay
630,France,Male,33,0,2,1,64804.59,Stay
778,Germany,Female,33,111063.73,2,1,83556.65,Stay
757,Germany,Female,30,161378.02,1,0,71926.28,Churn
529,Spain,Female,39,82766.43,1,1,122925.44,Stay
620,Spain,Male,29,0,2,1,13133.88,Stay
615,France,Female,61,104267.7,1,1,62845.64,Churn
735,France,Female,25,91718.8,1,0,28411.23,Stay
705,Spain,Female,47,63488.7,1,0,28640.92,Churn
644,Spain,Female,46,12459.19,1,0,156787.34,Churn
505,Germany,Female,37,159863.9,2,0,125307.87,Stay
471,Germany,Male,23,104592.55,2,1,131736.23,Stay
722,Spain,Female,50,132088.59,1,1,128262.14,Stay
577,Spain,Female,39,0,2,1,91366.42,Stay
744,Spain,Male,44,120654.68,1,1,82290.81,Stay
573,France,Female,30,0,2,1,66190.21,Stay
653,France,Female,32,83772.95,1,0,23920.65,Stay
660,France,Female,31,172325.67,1,0,45438.38,Stay
787,France,Male,46,117685.31,2,1,93360.35,Stay
617,France,Male,41,0,2,0,14496.67,Stay
567,France,Male,39,0,2,0,168521.72,Stay
682,Spain,Female,64,0,2,1,103318.44,Stay
684,France,Male,35,135871.5,1,1,87219.41,Stay
447,France,Male,41,0,4,1,197490.39,Churn
625,Germany,Female,49,128504.76,1,1,126812.63,Churn
585,France,Male,36,0,2,1,94283.09,Stay
516,France,Female,42,56228.25,1,1,46857.52,Stay
732,Germany,Female,45,98792.4,1,1,81491.7,Churn
628,Germany,Male,40,181768.32,2,1,129107.97,Stay
682,Spain,Female,48,101198.01,1,1,49732.9,Stay
746,France,Male,25,0,2,0,88728.47,Stay
655,France,Female,60,0,2,1,86981.45,Stay
644,France,Female,39,0,1,1,3740.93,Stay
778,France,Male,34,139064.06,2,0,67949.32,Stay
617,France,Female,35,104508.1,1,1,147636.46,Stay
660,Germany,Male,35,113948.58,1,1,188891.96,Churn
537,France,Male,47,0,2,0,25482.62,Stay
554,France,Female,39,0,2,1,18391.93,Stay
806,France,Male,31,0,2,0,140168.36,Stay
611,Germany,Male,37,117524.72,2,0,161064.29,Stay
665,France,Female,37,160389.82,1,0,183542.08,Stay
648,France,Female,37,0,2,1,194238.92,Stay
692,France,Male,27,125547.53,1,0,7900.46,Stay
507,Spain,Male,46,92783.68,1,1,51424.29,Stay
696,Germany,Male,49,97036.22,2,1,152450.84,Churn
681,France,Male,34,0,2,0,55816.2,Stay
687,France,Female,26,0,2,1,32909.13,Stay
641,Spain,Male,40,102145.13,1,1,100637.07,Stay
507,France,Female,33,113452.66,1,0,142911.99,Stay
688,Spain,Female,46,155681.72,1,1,26287.21,Stay
535,Germany,Male,38,127475.24,1,0,60775.76,Churn
701,France,Male,41,0,2,1,146257.77,Stay
488,France,Male,43,112751.13,1,1,28332,Stay
539,France,Female,29,0,2,1,100919.19,Stay
674,France,Male,45,144889.18,1,1,102591.9,Churn
538,Spain,Male,40,0,2,1,25554.4,Stay
829,France,Female,22,150126.44,1,1,152107.93,Churn
768,France,Male,54,69712.74,1,1,69381.05,Stay
585,Spain,Female,44,0,2,0,101728.46,Stay
581,France,Male,31,0,2,0,89040.61,Stay
682,Germany,Female,35,117438.92,2,1,16910.98,Stay
653,France,Male,38,119315.75,1,1,150468.35,Stay
712,France,Female,30,89571.59,1,1,177613.19,Stay
620,Germany,Female,34,102251.57,1,1,120672.09,Stay
709,France,Male,42,118546.71,1,0,77142.85,Stay
832,France,Male,61,0,1,0,127804.66,Churn
635,Spain,Male,38,103257.14,1,0,158344.63,Stay
749,Spain,Female,43,124209.02,1,1,167179.48,Stay
629,Spain,Male,32,0,2,1,15404.64,Stay
836,Spain,Female,41,150302.84,1,1,156036.19,Stay
542,Spain,Male,34,108653.93,1,0,144725.14,Stay
645,France,Female,45,85325.93,1,0,22558.74,Stay
844,France,Female,29,0,2,0,147342.03,Stay
747,Germany,Male,37,135776.36,3,1,85470.45,Churn
645,France,Male,40,131411.24,1,1,194656.11,Stay
752,Spain,Female,36,0,2,1,48505.1,Stay
760,Spain,Female,41,0,2,0,101491.23,Stay
714,Germany,Female,45,106431.97,2,1,164117.69,Stay
717,France,Male,50,90305.76,1,1,124626.57,Stay
645,Germany,Male,28,117466.03,2,1,34490.06,Stay
681,France,Male,32,148884.47,2,1,90967.37,Stay
681,Germany,Female,44,91115.76,2,0,24208.84,Churn
679,Germany,Female,37,77373.87,2,0,174873.09,Stay
528,Spain,Male,23,104744.89,1,1,170262.97,Stay
710,France,Female,31,0,2,1,112289.06,Stay
733,Germany,Male,39,91538.51,1,1,93783,Stay
724,France,Female,32,0,2,1,150026.79,Stay
726,France,Female,34,185734.75,1,1,102036.82,Stay
520,France,Male,30,143396.54,2,1,898.51,Stay
556,France,Male,40,125909.85,1,1,95124.4,Stay
579,France,Female,45,0,2,0,11514.39,Stay
674,France,Male,36,154525.7,1,0,27468.72,Stay
570,France,Female,29,0,1,1,37092.43,Stay
631,France,Male,51,100654.8,1,1,171587.9,Stay
623,Spain,Male,44,83325.77,1,0,80828.78,Stay
665,France,Male,35,110934.54,1,1,169287.99,Stay
523,Spain,Female,36,113680.54,1,0,13197.44,Stay
706,Germany,Male,31,117020.08,2,1,54439.53,Stay
619,France,Female,49,145359.99,1,1,38186.85,Stay
593,Germany,Female,39,151391.68,1,1,27274.6,Churn
608,Spain,Male,66,123935.35,1,1,65758.19,Stay
526,France,Female,36,0,2,1,97767.63,Stay
684,Spain,Male,40,70291.02,1,1,115468.84,Churn
604,Germany,Female,42,166031.45,1,1,98293.14,Stay
636,Germany,Male,36,96643.32,1,0,182059.28,Stay
669,Spain,Female,33,0,2,0,128538.05,Stay
624,France,Male,71,0,2,1,108841.83,Stay
631,France,Male,29,0,2,1,18581.84,Stay
753,France,Male,48,0,2,0,146821.42,Stay
588,France,Male,40,0,2,0,100727.68,Stay
729,Germany,Male,26,97268.1,2,1,39356.38,Stay
602,France,Female,42,0,2,0,169921.11,Churn
689,Germany,Female,55,76296.81,1,1,42364.75,Churn
486,Spain,Male,27,0,2,1,28823.04,Stay
809,Germany,Female,42,64497.94,3,0,182436.81,Churn
562,France,Male,38,0,1,1,115700.2,Stay
763,Spain,Female,32,0,2,1,16725.53,Stay
669,France,Male,57,0,2,1,56875.76,Stay
709,France,Male,39,0,2,1,56214.09,Stay
554,Spain,Female,45,0,2,1,193412.05,Stay
699,France,Male,37,0,2,0,83263.04,Stay
732,Spain,Male,54,134249.7,1,0,13404.4,Stay
625,France,Female,45,0,1,1,184474.15,Churn
599,France,Male,30,105443.68,1,1,121124.53,Stay
584,Spain,Female,50,0,1,0,152567.75,Churn
499,France,Male,35,0,2,1,10722.54,Stay
526,Spain,Male,38,0,2,0,58010.98,Stay
625,Germany,Female,35,86147.46,2,1,163440.8,Churn
537,Spain,Female,38,96939.06,1,1,102606.92,Stay
696,Spain,Male,47,106758.6,1,1,80591.18,Stay
679,France,Female,33,112528.65,2,1,177362.45,Stay
684,France,Male,60,116563.58,1,1,120257.7,Churn
850,France,Male,32,0,1,1,180622.02,Stay
495,Spain,Female,42,0,2,0,130404.53,Stay
537,Spain,Female,38,141786.78,1,0,147797.54,Stay
850,France,Male,41,136416.82,1,0,57844.26,Stay
513,France,Male,30,0,2,1,162523.66,Stay
618,Germany,Female,40,133245.52,2,1,54495.82,Stay
802,Germany,Female,41,90757.64,2,0,169183.66,Stay
547,France,Male,43,92350.36,1,0,80262.91,Stay
613,Germany,Male,69,78778.49,1,0,8751.59,Stay
592,Germany,Female,34,102143.93,2,1,102628.98,Stay
546,France,Male,29,0,1,1,94823.95,Stay
721,Germany,Male,37,98459.6,1,0,90821.66,Stay
671,Germany,Female,47,114603.76,2,1,153194.32,Churn
624,Spain,Male,35,0,2,1,87310.59,Stay
751,Germany,Female,51,148074.79,1,1,146411.41,Churn
636,Spain,Male,36,0,3,1,74048.1,Churn
607,Spain,Female,62,108004.64,1,1,23386.77,Churn
509,Germany,Female,29,107712.57,2,1,92898.17,Stay
653,Spain,Male,35,0,2,1,45956.05,Stay
709,Spain,Female,37,0,3,1,71738.56,Stay
559,France,Male,32,145303.52,1,1,103560.98,Stay
684,Germany,Male,37,138476.41,2,1,52367.29,Stay
635,France,Female,27,127471.56,1,1,152916.05,Churn
709,France,Male,26,156551.63,1,0,4410.77,Stay
656,Germany,Female,49,97092.87,1,1,74771.22,Churn
793,France,Male,32,0,2,1,193817.63,Churn
609,Spain,Male,37,129312.79,1,1,26793.82,Stay
618,Germany,Female,29,100315.1,2,1,32526.64,Stay
850,France,Female,35,81684.97,1,1,824,Stay
669,Spain,Male,51,88827.53,1,0,85250.77,Churn
594,Germany,Male,40,152092.44,2,1,83508.93,Stay
616,Spain,Male,71,0,2,1,173599.38,Stay
676,France,Female,49,0,1,1,79342.31,Churn
608,Spain,Female,38,102406.76,1,0,57600.66,Stay
710,France,Male,21,109130.96,2,1,56191.99,Stay
695,France,Male,29,0,2,1,6770.44,Stay
530,Germany,Male,33,75242.28,1,0,101694.67,Stay
509,Spain,Male,29,0,2,1,69113.14,Stay
517,France,Female,45,0,1,0,172674.36,Churn
758,Germany,Male,33,129142.54,2,1,26606.28,Stay
665,France,Male,51,0,1,0,53353.36,Stay
631,Germany,Female,22,139129.92,1,1,63747.51,Stay
576,Spain,Male,33,0,2,0,190112.05,Stay
544,Spain,Male,22,66483.32,1,0,110317.39,Stay
596,Germany,Male,40,62389.03,3,1,148623.43,Churn
481,France,Female,34,0,2,1,125253.46,Stay
498,France,Male,46,91857.66,1,1,101954.78,Churn
512,Spain,Male,31,0,2,1,168462.26,Stay
594,France,Female,56,0,1,1,26215.85,Churn
570,France,Female,30,176173.52,1,1,97045.32,Churn
721,Spain,Male,38,0,1,0,53534.8,Stay
453,France,Female,37,131834.76,2,1,8949.2,Stay
562,France,Male,48,92347.96,1,1,163116.75,Stay
682,France,Male,40,0,2,1,140745.91,Stay
748,France,Male,40,95297.11,1,0,171515.84,Stay
729,France,Female,32,0,2,0,150803.44,Stay
663,France,Male,39,0,1,1,76884.05,Stay
735,France,Female,53,123845.36,2,0,170454.93,Churn
627,Germany,Male,62,143426.34,2,1,143104.3,Stay
713,France,Male,46,0,1,1,55701.62,Stay
562,Germany,Male,31,112708.2,1,0,186370.3,Stay
632,France,Male,43,100013.51,1,1,24275.32,Stay
479,France,Female,33,208165.53,1,0,50774.81,Churn
658,Spain,Male,21,0,2,0,154279.87,Stay
598,France,Female,40,0,1,1,68462.59,Churn
597,France,Male,19,0,2,1,91036.74,Stay
512,France,Female,33,121685.31,2,1,83681.97,Stay
704,France,Male,39,111525.02,1,1,199484.96,Stay
474,France,Male,26,0,2,0,152491.22,Stay
604,Germany,Male,36,113546.3,1,1,134875.37,Stay
683,France,Male,41,95696.52,2,1,184366.14,Stay
537,France,Male,28,88963.31,2,1,189839.93,Stay
794,Spain,Male,31,144880.34,2,0,175643.44,Stay
732,France,Male,55,136576.02,1,0,3268.17,Churn
495,France,Female,38,63093.01,1,1,47089.72,Stay
552,Germany,Male,38,132271.12,2,1,46562.02,Stay
602,France,Female,29,88814.4,2,1,62487.97,Stay
607,Germany,Male,40,90594.55,1,0,181598.25,Stay
675,Germany,Female,33,141816.25,1,1,64815.05,Churn
443,France,Female,54,138547.97,1,1,70196.23,Churn
727,France,Female,31,52192.08,2,0,160383.47,Stay
482,France,Male,38,124976.19,1,1,35848.12,Stay
686,France,Female,34,0,2,1,87278.48,Stay
588,Germany,Male,35,104356.38,1,1,94498.82,Stay
605,Spain,Female,48,150315.92,1,0,133486.36,Stay
583,France,Male,39,129299.28,2,1,73107.6,Stay
738,Germany,Male,37,140950.92,2,1,195333.98,Stay
744,Spain,Male,30,128065.12,1,1,121525.48,Stay
781,France,Male,23,107433.48,1,1,173843.21,Stay
699,France,Male,34,117468.67,1,1,185227.42,Stay
639,France,Female,27,0,2,0,125244.18,Stay
583,France,Female,27,0,3,1,163113.41,Stay
587,France,Male,42,0,1,0,123006.91,Stay
694,France,Male,40,0,2,1,40463.03,Stay
570,France,Female,29,153040.03,1,1,131363.57,Churn
692,Germany,Male,45,142084.04,4,1,188305.85,Churn
511,France,Female,30,0,2,1,143994.86,Stay
788,France,Male,32,112079.58,1,0,89368.59,Stay
526,Spain,Male,66,132044.6,2,1,158365.89,Stay
749,Spain,Female,46,66582.81,1,1,78753.12,Churn
691,France,Female,33,0,2,1,100408.31,Stay
481,France,Female,39,0,1,1,24677.54,Stay
752,France,Male,33,0,2,1,39570.78,Stay
658,France,Female,38,102895.1,1,0,155665.76,Stay
679,Spain,Male,42,0,1,1,168294.27,Stay
754,Germany,Male,27,117578.35,2,0,87908.01,Stay
679,France,Male,47,198546.1,2,1,191198.92,Churn
633,Spain,Female,39,0,2,0,191207.03,Stay
674,France,Female,31,0,1,1,128954.05,Stay
600,Germany,Male,28,116623.31,1,0,59905.29,Stay
645,Spain,Male,49,0,2,1,162012.6,Stay
698,France,Male,36,0,2,0,19231.98,Stay
508,Spain,Male,54,0,1,1,175749.36,Stay
555,France,Female,44,105770.7,3,1,60533.96,Churn
751,France,Female,48,0,1,1,137508.42,Churn
738,France,Female,39,94435.45,2,0,189430.86,Stay
706,Germany,Female,39,112889.91,1,0,6723.66,Stay
595,France,Female,53,0,2,1,41371.68,Churn
577,Germany,Female,43,127940.47,1,0,125140.72,Churn
578,Germany,Female,36,129745.1,1,1,143683.75,Stay
699,France,Male,32,0,2,1,170770.44,Stay
826,France,Female,30,0,2,0,157397.57,Stay
656,Germany,Female,46,141535.52,1,1,50595.15,Churn
556,France,Female,47,139914.27,1,1,50390.98,Stay
569,France,Male,41,120243.49,1,1,163150.03,Churn
765,France,Male,34,91835.16,1,0,138280.17,Stay
544,Spain,Male,37,0,2,0,135067.02,Stay
588,Spain,Female,22,67178.19,1,1,163534.75,Churn
740,Spain,Female,31,0,2,0,86657.48,Stay
850,Spain,Male,38,115378.94,1,0,162087.82,Stay
766,Germany,Male,30,127786.28,2,1,28879.3,Stay
849,France,Female,41,0,2,1,169203.51,Churn
612,France,Female,33,64900.32,2,1,102426.12,Stay
517,Germany,Male,53,109172.88,1,1,54676.1,Churn
645,France,Female,55,0,2,1,18369.33,Stay
696,Germany,Male,43,114091.38,1,0,159888.1,Stay
716,France,Female,40,0,2,0,167636.15,Stay
590,France,Male,32,0,2,1,138889.15,Stay
656,France,Female,45,145933.27,1,1,199392.14,Stay
473,Germany,Female,35,131504.73,1,1,189560.43,Stay
742,Germany,Female,44,107926.02,1,0,17375.27,Churn
834,Germany,Female,57,112281.6,3,1,140225.14,Churn
721,France,Male,41,0,2,0,61018.85,Stay
590,Spain,Male,29,0,1,1,51907.72,Churn
516,Spain,Female,31,0,1,1,47018.75,Stay
850,France,Male,33,124781.67,1,0,33700.52,Stay
748,France,Female,39,132865.56,1,1,59636.43,Churn
798,Germany,Female,38,129055.13,1,1,157147.59,Stay
612,Germany,Male,76,96166.88,1,1,191393.26,Stay
540,France,Female,40,165298.12,1,0,199862.75,Stay
719,Spain,Female,33,0,2,1,20016.59,Stay
598,France,Male,48,120682.53,1,1,30635.52,Churn
796,Spain,Male,32,102773.15,2,0,117832.88,Stay
579,Germany,Male,42,144386.32,1,1,22497.1,Churn
850,Germany,Female,40,104449.8,1,1,747.88,Stay
599,Spain,Male,35,137102.65,1,0,76870.81,Stay
724,France,Female,30,142475.87,1,1,107848.24,Stay
508,France,Female,43,0,1,1,103726.71,Stay
773,Spain,Male,37,103195.2,2,1,178268.36,Stay
526,France,Male,28,112070.44,1,0,126281.83,Stay
542,France,Female,29,0,2,0,196651.72,Stay
470,France,Male,35,96473.59,1,0,5962.3,Stay
805,Spain,Male,37,0,2,1,21928.81,Stay
548,Germany,Male,49,108437.89,1,0,127022.87,Churn
672,France,Male,37,153195.59,1,1,162763.01,Stay
773,France,Male,45,96877.21,1,1,113950.51,Stay
614,France,Male,44,0,2,0,104930.46,Stay
537,France,Female,38,0,1,0,52337.97,Churn
704,France,Female,40,95452.89,1,0,179964.55,Stay
586,Spain,Male,41,63873.56,1,1,83753.64,Stay
677,France,Female,24,148298.59,2,0,182913.95,Stay
558,Spain,Female,31,0,2,1,166720.28,Stay
634,Germany,Female,37,143258.85,2,1,192721.98,Stay
655,Germany,Male,37,121342.24,1,1,180241.44,Stay
619,Germany,Female,28,99152.73,2,1,48475.12,Stay
662,France,Female,41,0,2,1,126551.48,Stay
705,Spain,Male,33,68423.89,1,1,64872.55,Stay
527,Spain,Female,35,0,1,1,98031.53,Churn
630,Germany,Female,25,79656.81,1,1,93524.22,Stay
850,France,Male,35,0,2,1,56991.66,Stay
668,France,Female,53,110240.04,1,0,183980.56,Churn
573,France,Female,32,125321.84,2,1,130234.63,Stay
680,France,Male,27,0,1,1,32454.26,Stay
758,France,Female,32,84378.9,1,1,75396.43,Stay
597,France,Male,45,0,2,0,167756.45,Stay
580,Germany,Male,35,136281.41,2,1,24799.47,Stay
622,France,Male,59,119380.37,1,1,60429.43,Stay
638,Germany,Male,62,108716.59,2,1,74241.09,Stay
640,France,Female,20,0,2,0,78310.82,Stay
644,Spain,Male,28,0,2,1,119419.37,Stay
753,France,Female,31,106596.29,1,0,91305.77,Stay
629,France,Female,37,99546.25,3,0,25136.95,Churn
775,France,Female,30,0,1,1,193880.6,Churn
701,France,Female,41,0,1,1,47856.78,Stay
708,Spain,Male,19,112615.86,1,1,4491.77,Stay
521,Spain,Female,22,0,1,1,101311.95,Stay
636,France,Female,24,0,2,0,38830.72,Stay
529,France,Female,31,0,2,1,26817.23,Stay
757,France,Male,28,75381.15,1,1,199727.72,Stay
767,Spain,Female,24,0,2,1,67445.85,Stay
525,Spain,Male,33,0,2,1,161002.29,Stay
759,Spain,Male,38,0,2,1,20778.39,Stay
520,Germany,Female,45,123086.39,1,1,41042.4,Churn
738,France,Female,26,0,2,1,67484.16,Stay
548,Spain,Male,37,0,1,1,121763.68,Stay
535,Spain,Male,48,109472.47,1,1,157358.43,Churn
615,Spain,Male,59,155766.05,1,1,110275.17,Stay
850,Germany,Male,38,101985.81,2,0,43801.27,Stay
487,France,Female,34,96019.5,1,0,9085,Stay
731,France,Male,30,0,2,0,143086.09,Stay
726,Spain,Female,35,0,2,0,100556.98,Stay
609,France,Female,35,147900.43,1,1,140000.29,Stay
714,France,Male,52,100755.66,1,1,186775.25,Stay
